,property_name,society,property_type,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others,super_built_up_area,built_up_area,carpet_area
3346,2 BHK Flat in Sector 83 Gurgaon,vatika gurgaon,flats,0.83,6666.0,1245.0,2,2,2,12.0,north,relative new,0,165,0,0,0,1,0,1245,1154,945
3347,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.08,6585.0,1640.0,2,2,3,8.0,north-east,new property,24,157,1,1,1,1,0,1640,1200,1125
3348,5 BHK Flat in Sector 52 Gurgaon,residency grand,flats,5.0,9615.0,5200.0,5,5,3,2.0,east,Undefined,0,0,0,0,0,0,0,,5200,
3349,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.25,10755.0,2092.0,3,4,3,11.0,west,relative new,53,174,0,1,0,0,0,2092,2090,2087
3350,2 BHK Flat in Sector 88B Gurgaon,vatika xpressions,flats,0.92,6815.0,1350.0,2,2,3,3.0,na,new property,0,26,0,0,0,0,0,,1350,1120
3351,4 Bedroom House for sale in Subhash Nagar,independent,houses,0.9,13333.0,675.0,4,4,0,2.0,Na,Undefined,1,0,0,0,0,0,0,,675,
3352,3 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,1.9,10259.0,1852.0,3,3,3,15.0,north-east,new property,41,174,0,0,0,1,0,1852,1700,1450
3353,4 BHK Flat in Sector 110 Gurgaon,indiabulls enigma,flats,3.49,10264.0,3400.0,4,5,3,7.0,north-west,relative new,40,165,0,1,0,0,0,3400,,
3354,3 Bedroom House for sale in Baldev Nagar,independent,houses,0.45,5000.0,900.0,3,2,1,2.0,North-West,old property,4,12,0,0,0,0,1,,,
3355,1 BHK Flat in Sector 71 Gurgaon,signature andour heights,flats,0.37,8222.0,450.0,1,1,2,2.0,north-east,relative new,0,65,0,0,0,0,0,,450,366
3356,3 Bedroom House for sale in Sohna Road,independent,houses,5.5,5093.0,10799.0,3,3,3,2.0,West,relative new,7,49,1,1,0,1,1,,3500,
3357,3 BHK Flat in Sector 86 Gurgaon,microtek greenburg,flats,1.65,8707.0,1895.0,3,4,3,8.0,north-west,relative new,39,124,0,1,0,0,0,1895,,
3358,3 BHK Flat in Sector 67 Gurgaon,m3m merlin,flats,3.0,14655.0,2047.0,3,3,3,4.0,north-east,relative new,62,174,0,0,1,0,0,2047,1900,1800
3359,1 BHK Flat in Sector 84 Gurgaon,pivotal devaan,flats,0.3,6666.0,450.0,1,1,1,14.0,na,new property,13,22,0,0,0,0,0,,,450
3360,3 BHK Flat in Sector 48 Gurgaon,parsvnath green ville,flats,1.75,7201.0,2430.0,3,3,3,7.0,south,old property,70,109,0,1,0,0,0,2430,2200,1800
3361,2 BHK Flat in Palam Vihar,ansals duplex flat,flats,0.95,7307.0,1300.0,2,3,2,1.0,north-east,old property,42,20,1,0,0,0,0,,,1300
3362,3 BHK Flat in Sector 37C Gurgaon,ild greens,flats,0.9,5614.0,1603.0,3,3,3,0.0,north-east,under construction,0,66,0,0,0,0,0,1603,1500,
3363,4 BHK Flat in Sector 95 Gurgaon,siddhartha apartment,flats,1.1,4327.0,2542.0,4,3,3,9.0,north,relative new,0,22,0,1,0,0,1,,,2542
3364,3 Bedroom House for sale in Sushant Lok Phase 1,sushant lok 1 builder floors,houses,1.95,10077.0,1935.0,3,4,3,4.0,West,new property,106,78,0,1,0,0,0,,,
3365,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.15,11966.0,961.0,2,2,3,20.0,north-east,relative new,28,107,0,0,0,1,0,1741,1263,961
3366,3 BHK Flat in Sector 108 Gurgaon,sobha city,flats,3.35,13266.0,2525.0,3,4,2,19.0,na,new property,0,102,0,0,0,0,0,2072,,
3367,4 Bedroom House for sale in Sector 63 Gurgaon,dlf the arbour,houses,8.5,21519.0,3950.0,4,4,3,27.0,Na,Undefined,4,0,0,0,0,0,0,,3950,
3368,4 BHK Flat in DLF Phase 5,dlf royalton tower,flats,6.5,22108.0,2940.0,4,5,2,8.0,west,relative new,7,15,0,1,0,0,0,2940,,
3369,2 BHK Flat in sector 58 Gurgaon,ireo the grand arch,flats,2.2,13480.0,1632.0,2,2,1,5.0,north-east,relative new,48,94,1,0,0,0,0,1632,1432,1232
3370,2 BHK Flat in Sector 67A Gurgaon,ireo the corridors,flats,1.5,11111.0,1350.0,2,2,2,10.0,na,relative new,36,38,0,0,1,0,0,,,1350
3371,2 BHK Flat in Sector 93 Gurgaon,signature global orchard avenue,flats,0.4,5479.0,730.0,2,2,0,0.0,na,Undefined,0,0,0,0,0,0,0,,730,
3372,2 BHK Flat in Sector 95 Gurgaon,rof ananda,flats,0.33,60.0,55000.0,2,2,1,13.0,south-west,relative new,0,37,0,0,0,0,0,,,54917
3373,2 BHK Flat in Sector 107 Gurgaon,m3m woodshire,flats,0.94,6881.0,1366.0,2,2,3,1.0,east,relative new,30,113,0,0,0,0,0,1366,,
3374,2 BHK Flat in Sector 90 Gurgaon,mrg world ultimus,flats,0.5,6983.0,716.0,2,2,2,1.0,north-east,Under Construction,0,21,0,0,0,0,0,,,716
3375,3 BHK Flat in Sector 56 Gurgaon,kiran residency,flats,1.55,7750.0,2000.0,3,3,3,5.0,north,old property,52,52,0,1,0,0,0,2000,,
3376,2 BHK Flat in Sector 37C Gurgaon,ild grand,flats,0.66,5038.0,1310.0,2,2,3,14.0,na,Undefined,0,0,0,0,0,0,0,,1310,
3377,4 BHK Flat in Sector 9A Gurgaon,oriental valley chs,flats,1.5,9090.0,1650.0,4,3,3,8.0,na,relative new,35,8,0,0,0,0,0,,,1650
3378,2 Bedroom House for sale in Laxman Vihar Phase 2,independent,houses,0.61,100000.0,61.0,2,2,2,2.0,South-East,relative new,4,14,0,0,0,0,1,,,
3379,1 BHK Flat in Sector 56 Gurgaon,smriti apartment,flats,0.52,10666.0,488.0,1,1,1,1.0,na,old property,7,34,0,0,0,0,0,525,,
3380,3 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,0.82,5384.0,1523.0,3,3,3,12.0,west,Undefined,1,0,0,0,0,0,0,,1523,
3381,3 BHK Flat in Sector 84 Gurgaon,antriksh heights,flats,0.9,4931.0,1825.0,3,3,3,11.0,south,relative new,0,87,0,0,0,0,0,1825,,
3382,2 BHK Flat in Sector 65 Gurgaon,m3m heights,flats,2.29,15980.0,1433.0,2,2,3,8.0,na,under construction,0,15,1,0,0,0,0,,,1433
3383,5 BHK Flat in Sector 110 Gurgaon,indiabulls enigma,flats,4.49,11572.0,3880.0,5,5,3,4.0,north-east,relative new,50,165,0,1,0,0,0,3880,,
3384,4 BHK Flat in Sector 1 Imt Manesar,sonata group housing gh 24,flats,1.65,5892.0,2800.0,4,3,3,8.0,na,new property,0,20,0,1,0,0,0,,,2800
3385,2 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.41,9000.0,1567.0,2,2,3,3.0,na,new property,0,104,1,0,0,0,0,,,1572
3386,3 BHK Flat in Sector 66 Gurgaon,emaar mgf the palm drive,flats,4.6,18400.0,2500.0,3,3,3,11.0,north,relative new,36,131,1,1,1,1,0,3300,,2500
3387,4 BHK Flat in Sector 91 Gurgaon,dlf new town heights,flats,2.0,6967.0,2871.0,4,4,3,16.0,east,relative new,0,65,1,1,0,1,0,2727,,
3388,3 BHK Flat in Sector 70A Gurgaon,bptp astaire gardens,flats,1.8,9350.0,1925.0,3,3,3,3.0,north-west,relative new,6,135,1,0,0,0,0,,1925,
3389,5 Bedroom House for sale in Sector 33 Gurgaon,unitech uniworld resorts,houses,10.0,181818.0,550.0,5,6,3,4.0,North-East,new property,0,26,1,1,0,0,0,,,
3390,4 Bedroom House for sale in Sector 70A Gurgaon,bptp astaire gardens,houses,6.5,27871.0,2332.0,4,4,3,2.0,North-East,new property,108,160,1,1,0,1,0,,,
3391,3 BHK Flat in Sector 102 Gurgaon,emaar imperial gardens,flats,1.7,8395.0,2025.0,3,4,3,8.0,north-east,relative new,40,174,0,1,0,1,0,2025,1750,1600
3392,1 BHK Flat in Sector 104 Gurgaon,zara aavaas,flats,0.22,7302.0,301.0,1,2,2,2.0,na,new property,4,60,0,0,0,0,0,,,301
3393,3 BHK Flat in Sector 89 Gurgaon,m3m soulitude,flats,1.33,16985.0,783.0,3,3,3,4.0,north-west,Under Construction,0,125,1,0,0,0,0,,1423,783
3394,3 BHK Flat in Sector 37C Gurgaon,ild greens,flats,1.05,7500.0,1400.0,3,3,3,4.0,na,new property,12,5,0,0,0,0,0,1875,1500,1400
3395,2 BHK Flat in Sector 74 Gurgaon,m3m skywalk,flats,1.4,9831.0,1424.0,2,2,2,17.0,north-east,new property,43,167,0,0,0,0,0,1424,,
3396,5 Bedroom House for sale in Sector 27 Gurgaon,independent,houses,4.25,31481.0,1350.0,5,5,3,3.0,East,relative new,119,49,0,1,0,1,0,,161,150
3397,5 Bedroom House for sale in Palam Vihar,independent,houses,6.0,24691.0,2430.0,5,6,3,3.0,East,old property,166,43,1,0,0,1,1,,,
3398,1 BHK Flat in Sector 81 Gurgaon,signature global synera,flats,0.31,7434.0,417.0,1,1,1,13.0,north,relative new,65,123,0,0,0,0,0,417,,320
3399,3 BHK Flat in Sector 93 Gurgaon,spaze privvy the address,flats,1.25,6900.0,1812.0,3,4,2,12.0,north-east,relative new,201,96,0,0,0,0,0,1805,1350,1100
3400,2 BHK Flat in Sector 89 Gurgaon,smart world gems,flats,0.9,8145.0,1105.0,2,2,2,1.0,na,Undefined,0,0,0,0,0,0,0,,1105,
3401,3 BHK Flat in Sultanpur,empire estate,flats,3.5,16666.0,2100.0,3,3,2,3.0,north-west,relative new,32,165,0,1,0,0,0,2100,,
3402,3 BHK Flat in Sector 92 Gurgaon,sare crescent parc royal greens phase 1,flats,0.65,4512.0,1441.0,3,3,3,1.0,east,relative new,22,91,0,0,0,0,0,1440,,
3403,3 BHK Flat in Sector 88A Gurgaon,godrej icon,flats,1.65,9041.0,1825.0,3,3,3,12.0,na,new property,0,60,0,0,0,0,0,1825,,
3404,3 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.25,7167.0,1744.0,3,3,2,11.0,east,relative new,0,14,0,0,0,0,1,1744,,
3405,3 Bedroom House for sale in Sushant Lok Phase 1,sushant lok 1 builder floors,houses,13.0,48148.0,2700.0,3,3,3,4.0,North,new property,120,7,0,0,0,1,0,,,
3406,3 BHK Flat in Sector 109 Gurgaon,ats kocoon,flats,2.15,10262.0,2095.0,3,4,3,9.0,north,relative new,0,97,0,1,0,0,0,2095,,
3407,3 BHK Flat in Sector 90 Gurgaon,shree vardhman flora,flats,0.92,4717.0,1950.0,3,3,2,6.0,north,relative new,70,49,1,0,0,0,0,,,1950
3408,3 BHK Flat in Sector 1 Gurgaon,nagata group housing society,flats,0.85,3695.0,2300.0,3,3,3,4.0,north,relative new,0,5,0,1,0,0,0,2300,,
3409,1 Bedroom House for sale in sector-5 sheetla colony,independent,houses,0.3,5555.0,540.0,1,1,2,1.0,Na,new property,0,0,0,0,0,0,0,,,
3410,2 BHK Flat in Sector 106 Gurgaon,paras dews,flats,1.0,7220.0,1385.0,2,2,3,2.0,north-east,new property,44,21,0,0,0,0,0,1385,940,845
3411,4 BHK Flat in DLF Phase 5,dlf icon,flats,5.8,20707.0,2801.0,4,4,3,18.0,na,Undefined,4,0,0,0,0,0,0,,2801,
3412,2 BHK Flat in Sector 86 Gurgaon,pyramid urban homes 2,flats,0.41,6905.0,594.0,2,2,1,3.0,west,relative new,0,63,0,0,0,0,0,,,601
3413,3 BHK Flat in Palam Vihar,bestech park view residency,flats,1.5,7825.0,1917.0,3,4,3,10.0,north-east,relative new,0,93,0,1,0,0,0,1920,,
3414,4 BHK Flat in Sector 70 Gurgaon,tulip ivory,flats,2.0,8333.0,2400.0,4,5,3,7.0,north-east,relative new,44,174,0,1,0,0,0,2400,,1950
3415,3 BHK Flat in Sector 79 Gurgaon,bestech altura,flats,1.9,8837.0,2150.0,3,4,3,11.0,north-east,Under Construction,0,96,0,0,0,0,0,2150,,
3416,6 Bedroom House for sale in DLF Phase 1,dlf city plots,houses,18.0,39841.0,4518.0,6,6,2,3.0,North,old property,144,49,0,1,0,1,1,,,
3417,4 Bedroom House for sale in Sector 4 Gurgaon,independent,houses,2.3,17014.0,1352.0,4,4,3,2.0,East,old property,45,15,0,0,0,0,0,,,
3418,9 Bedroom House for sale in Sector 47 Gurgaon,independent,houses,5.15,26615.0,1935.0,9,9,3,3.0,East,relative new,54,75,0,0,1,0,0,,,
3419,4 Bedroom House for sale in Palam Vihar,ansal api spanish court,houses,2.9,18626.0,1557.0,4,4,3,2.0,North,relative new,38,49,0,0,1,0,0,,1415,1350
3420,2 BHK Flat in Sector 84 Gurgaon,pivotal devaan,flats,0.34,7039.0,483.0,2,2,1,1.0,east,relative new,20,84,0,0,1,0,0,,,483
3421,7 Bedroom House for sale in Saraswati Vihar,independent,houses,0.75,20833.0,360.0,7,4,3,4.0,Na,relative new,12,7,0,0,0,0,0,,,
3422,3 BHK Flat in Sector 45 Gurgaon,unitech greenwood city,flats,2.4,12346.0,1944.0,3,3,2,1.0,north-west,new property,61,19,0,1,0,0,0,216,,
3423,3 BHK Flat in Sector 107 Gurgaon,m3m woodshire,flats,1.21,6227.0,1943.0,3,3,3,7.0,east,relative new,36,126,0,0,0,0,0,1943,,1500
3424,2 BHK Flat in Sector 31 Gurgaon,cghs hewo apartments,flats,1.25,11574.0,1080.0,2,2,2,2.0,na,old property,4,28,0,0,0,0,0,,,1080
3425,2 BHK Flat in Sohna,gls arawali homes,flats,0.28,4307.0,650.0,2,2,2,12.0,na,new property,0,0,0,0,0,0,0,650,,
3426,3 BHK Flat in Sector 62 Gurgaon,emaar digihomes,flats,4.0,14871.0,2690.0,3,3,3,18.0,north,new property,58,38,0,1,0,0,0,2588,,
3427,3 BHK Flat in Sohna,signature global park,flats,0.87,7190.0,1210.0,3,2,3,4.0,na,Undefined,1,0,0,0,0,0,0,,1210,870
3428,4 BHK Flat in Sector 103 Gurgaon,ansal housing highland park,flats,2.0,7490.0,2670.0,4,5,3,14.0,na,new property,0,45,0,1,0,0,0,2670,,
3429,5 BHK Flat in Sector 62 Gurgaon,pioneer araya,flats,10.75,19500.0,5513.0,5,7,3,10.0,north-east,relative new,54,153,0,1,0,0,0,5514,,
3430,4 BHK Flat in Sector 48 Gurgaon,central park resorts,flats,9.3,24926.0,3731.0,4,4,3,10.0,north-east,relative new,96,67,1,1,1,1,0,3931,3831,3731
3431,4 Bedroom House for sale in Sushant Lok Phase 3,ansals florence villa,houses,3.3,19820.0,1665.0,4,3,3,2.0,East,relative new,0,151,1,1,1,1,0,,,
3432,3 BHK Flat in Dharam Colony,krishna appartment,flats,0.35,3500.0,1000.0,3,3,1,2.0,na,old property,12,0,0,0,0,0,0,1000,,
3433,2 BHK Flat in Sector 107 Gurgaon,signature global solera 2,flats,0.37,6680.0,554.0,2,2,2,9.0,na,new property,0,23,0,0,0,0,0,,,553
3434,2 BHK Flat in Sector 70A Gurgaon,capital residences 360,flats,1.1,7586.0,1450.0,2,2,3,8.0,na,new property,21,60,0,0,0,0,0,1450,,
3435,2 BHK Flat in Sector 90 Gurgaon,shree vardhman flora,flats,0.8,5925.0,1350.0,2,3,2,0.0,na,Undefined,1,0,0,0,0,0,0,,1350,
3436,3 Bedroom House for sale in Sector 67 Gurgaon,ansal api esencia,houses,1.85,74000.0,250.0,3,3,3,1.0,Na,Undefined,0,0,0,0,0,0,0,,,250
3437,2 Bedroom House for sale in Sector 31 Gurgaon,project housing board colony,houses,8.0,63492.0,1260.0,2,1,0,1.0,Na,Undefined,4,0,0,0,0,0,0,,140,
3438,3 Bedroom House for sale in Sector 38 Gurgaon,huda,houses,3.5,24005.0,1458.0,3,2,3,2.0,East,relative new,44,85,0,0,1,0,0,,161,160
3439,5 Bedroom House for sale in Sushant Lok Phase 3,independent,houses,8.31,24171.0,3438.0,5,6,3,4.0,North-East,old property,0,34,1,1,1,1,0,,,
3440,4 BHK Flat in Sector 77 Gurgaon,emaar mgf palm hills,flats,1.64,8410.0,1950.0,4,3,3,9.0,south,relative new,0,102,0,1,0,0,0,1950,,
3441,9 Bedroom House for sale in Sector 57 Gurgaon,independent,houses,6.25,2778.0,22498.0,9,9,3,3.0,North-East,new property,98,61,0,1,0,0,0,,2660,2500
3442,4 BHK Flat in Sector 112 Gurgaon,experion windchants,flats,5.31,11204.0,4739.0,4,6,3,15.0,south,relative new,35,72,0,1,0,1,0,4739,3573,3400
3443,4 Bedroom House for sale in Sector 103 Gurgaon,satya the hermitage,houses,4.35,13501.0,3222.0,4,4,3,2.0,North,relative new,51,138,1,1,1,1,0,,,
3444,4 BHK Flat in Sector 67A Gurgaon,aardhya homesh,flats,1.85,8043.0,2300.0,4,4,0,4.0,east,Undefined,1,0,0,0,0,0,0,,,2300
3445,3 BHK Flat in Sector 104 Gurgaon,ats triumph,flats,1.73,7554.0,2290.0,3,4,3,15.0,north-east,relative new,0,159,0,1,0,0,0,2290,,
3446,2 BHK Flat in Sector 70 Gurgaon,shree vardhman victoria,flats,1.23,9111.0,1350.0,2,2,3,1.0,north-east,relative new,0,43,1,0,0,0,0,1350,,
3447,6 Bedroom House for sale in Sector 47 Gurgaon,independent,houses,4.3,29311.0,1467.0,6,4,2,2.0,Na,relative new,0,0,0,0,0,0,1,,,
3448,3 BHK Flat in Sector 113 Gurgaon,la vida by tata housing,flats,1.65,10449.0,1579.0,3,2,2,3.0,north-east,relative new,6,49,0,0,0,0,0,1579,1420,1220
3449,2 Bedroom House for sale in Sector-33 Sohna,central park flower valley,houses,1.15,9349.0,1230.0,2,2,3,2.0,North,relative new,51,71,1,0,0,0,0,,1400,1230
3450,4 Bedroom House for sale in Sector 7 Gurgaon,independent,houses,3.85,14650.0,2628.0,4,4,3,3.0,North-West,old property,21,27,0,0,0,0,0,,,
3451,3 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.91,8511.0,2244.0,3,4,3,7.0,north-east,relative new,0,158,0,1,0,0,0,2244,,
3452,3 BHK Flat in Sector 67A Gurgaon,ireo the corridors,flats,1.8,9370.0,1921.0,3,3,2,3.0,north,new property,53,150,1,0,1,0,0,1921,,1227
3453,1 Bedroom House for sale in Ashok Vihar Phase 3 Extension,independent,houses,1.0,6667.0,1500.0,1,1,0,1.0,Na,Undefined,1,0,0,0,0,0,0,,1500,
3454,3 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,2.04,14068.0,1450.0,3,3,3,1.0,south,relative new,7,72,0,0,0,0,0,1852,,1450
3455,2 BHK Flat in Sector 95 Gurgaon,signature global superbia,flats,0.4,6728.0,595.0,2,2,3,2.0,na,Under Construction,0,0,0,0,0,0,0,,,594
3456,4 BHK Flat in Sector 31 Gurgaon,raheja atlantis,flats,5.5,18688.0,2943.0,4,5,3,1.0,north,relative new,1,81,1,1,0,1,0,2943,,
3457,2 BHK Flat in Sohna Road,micasa sec 68,flats,1.5,12244.0,1225.0,2,2,3,11.0,na,new property,5,44,0,0,0,0,0,,,1225
3458,3 BHK Flat in Adarsh Nagar,ss radiance residency,flats,0.6,5660.0,1060.0,3,3,2,3.0,north-east,relative new,0,44,0,0,0,0,0,,,1060
3459,3 BHK Flat in Sector 67 Gurgaon,ireo victory valley,flats,2.87,11903.0,2411.0,3,3,3,16.0,north-west,relative new,83,174,0,1,0,0,0,2411,,1808
3460,4 Bedroom House for sale in Sushant Lok Phase 1,sushant lok 1 builder floors,houses,2.45,7756.0,3159.0,4,4,3,3.0,West,relative new,170,123,1,1,0,1,1,,540,351
3461,2 BHK Flat in Sector 63A Gurgaon,signature global city 63a,flats,1.65,15263.0,1081.0,2,2,2,1.0,na,Under Construction,9,0,0,0,0,0,0,1081,,
3462,2 BHK Flat in Sector 37D Gurgaon,signature global the millennia,flats,0.55,9166.0,600.0,2,2,3,3.0,na,new property,0,0,0,0,0,0,0,600,,
3463,2 BHK Flat in Sector 22 Gurgaon,ambience creacions,flats,1.75,12700.0,1378.0,2,2,2,11.0,na,Under Construction,31,57,0,0,0,0,0,1380,,
3464,3 BHK Flat in Sector 99A Gurgaon,pareena coban residences,flats,1.45,7260.0,1997.0,3,5,3,11.0,na,relative new,33,49,0,1,0,0,1,1997,,
3465,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.25,10553.0,2132.0,3,3,3,15.0,north-east,relative new,99,165,0,1,0,0,0,2132,,
3466,5 Bedroom House for sale in Sushant Lok Phase 1,the laburnum,houses,11.0,27160.0,4050.0,5,6,3,3.0,East,new property,105,160,0,1,0,1,0,,360,350
3467,3 BHK Flat in Sector 49 Gurgaon,vatika city,flats,1.72,7818.0,2200.0,3,3,2,2.0,north-east,old property,33,144,0,0,0,0,0,,,2200
3468,2 BHK Flat in Sector 22 Gurgaon,ambience creacions,flats,2.0,14492.0,1380.0,2,2,2,9.0,east,relative new,37,49,0,0,0,0,0,,,1380
3469,9 Bedroom House for sale in Sushant Lok Phase 3,independent,houses,7.25,26852.0,2700.0,9,9,3,2.0,North-East,new property,362,49,0,1,0,1,1,,,
3470,3 BHK Flat in Sector 77 Gurgaon,emaar mgf palm hills,flats,1.9,9500.0,2000.0,3,4,3,6.0,south-west,new property,73,42,0,1,0,0,0,2000,,1218
3471,6 Bedroom House for sale in Madanpuri,independent,houses,0.9,10000.0,900.0,6,4,3,3.0,North-East,old property,25,44,0,1,0,0,1,,,
3472,2 BHK Flat in Sector 89 Gurgaon,smart world gems,flats,0.86,7796.0,1103.0,2,3,2,4.0,north-east,new property,39,72,1,1,0,1,0,,,1103
3473,2 BHK Flat in Sohna,gls arawali homes,flats,0.35,6076.0,576.0,2,2,2,12.0,na,new property,0,42,0,0,0,0,0,576,,
3474,4 BHK Flat in Sector 9A Gurgaon,railway officers rpf society,flats,1.3,5039.0,2580.0,4,4,3,9.0,east,Undefined,1,0,0,0,0,0,0,,2580,
3475,2 BHK Flat in Sector 107 Gurgaon,m3m woodshire,flats,1.01,7394.0,1366.0,2,2,3,11.0,na,new property,0,74,0,0,0,0,1,1366,1200,
3476,3 BHK Flat in Sector 106 Gurgaon,paras dews,flats,1.25,11061.0,1130.0,3,4,3,7.0,south-east,relative new,0,167,1,1,0,0,0,1760,1186,1130
3477,4 Bedroom House for sale in Ram Nagar,independent,houses,0.58,5658.0,1025.0,4,2,1,2.0,East,old property,0,7,0,0,0,1,0,,,
3478,3 BHK Flat in Sector 113 Gurgaon,la vida by tata housing,flats,2.33,12533.0,1859.0,3,3,3,3.0,north,new property,2,174,0,1,0,0,0,2217,2098,1859
3479,4 BHK Flat in Sector 92 Gurgaon,sare crescent parc royal greens phase 1,flats,0.75,4325.0,1734.0,4,4,3,3.0,east,relative new,0,93,0,0,0,0,0,,1734,
3480,2 BHK Flat in Sector 37C Gurgaon,millenia,flats,0.4,6666.0,600.0,2,2,2,4.0,east,new property,0,29,0,0,0,0,0,,,600
3481,5 Bedroom House for sale in Jyoti Park,independent,houses,1.16,11717.0,990.0,5,4,2,1.0,North-East,Undefined,1,0,0,0,0,0,0,,,110
3482,5 Bedroom House for sale in Sohna Road,sneh vihar,houses,1.35,10000.0,1350.0,5,5,3,4.0,Na,relative new,0,0,0,0,0,0,0,,,
3483,11 Bedroom House for sale in Sushant Lok Phase 1,independent,houses,2.25,7500.0,3000.0,11,11,3,5.0,West,new property,133,28,0,0,0,0,1,,3000,
3484,3 BHK Flat in Sector 67 Gurgaon,m3m merlin,flats,2.98,14557.0,2047.0,3,3,3,0.0,north,relative new,119,49,0,0,0,0,1,2047,,
3485,3 BHK Flat in Sector 108 Gurgaon,sobha city,flats,2.9,14478.0,2003.0,3,4,2,8.0,east,new property,0,109,0,0,0,0,0,2003,,
3486,3 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.2,6217.0,1930.0,3,3,3,8.0,north-west,relative new,2,59,0,1,0,1,0,,,1930
3487,3 BHK Flat in Sector 37C Gurgaon,ild grand,flats,1.2,6593.0,1820.0,3,3,3,7.0,na,Under Construction,0,24,0,0,0,0,0,1820,,
3488,8 Bedroom House for sale in Saraswati Vihar,housing board colony,houses,2.1,23333.0,900.0,8,8,3,4.0,South-East,relative new,45,38,0,0,0,0,1,,,
3489,1 Bedroom House for sale in Mianwali Colony,mian wali,houses,1.7,9444.0,1800.0,1,1,1,1.0,Na,old property,0,7,0,1,0,0,0,,,
3490,2 BHK Flat in Palam Vihar,bestech park view residency,flats,0.95,6713.0,1415.0,2,2,3,1.0,north-east,relative new,42,82,0,0,0,0,0,1415,,
3491,2 BHK Flat in Sector 22 Gurgaon,ambience creacions,flats,2.4,17391.0,1380.0,2,2,2,8.0,south-east,relative new,48,112,0,0,0,0,1,1380,1200,900
3492,3 BHK Flat in Sector-33 Sohna,central park flower valley aqua front towers,flats,1.7,9449.0,1799.0,3,3,3,5.0,east,new property,34,44,0,0,0,0,0,1799,,1590
3493,3 BHK Flat in Palam Vihar,bestech park view residency,flats,1.55,8072.0,1920.0,3,4,3,4.0,east,old property,20,84,0,1,0,0,0,1920,,
3494,3 BHK Flat in Sector 104 Gurgaon,zara aavaas,flats,0.65,8519.0,763.0,3,2,2,7.0,na,new property,0,65,0,0,0,0,0,,,763
3495,1 Bedroom House for sale in Sector 3 Gurgaon,independent,houses,3.5,9210.0,3800.0,1,1,0,1.0,Na,Undefined,0,0,0,0,0,0,0,,3800,
3496,2 BHK Flat in Sector 63A Gurgaon,signature global city 63a,flats,1.55,14783.0,1049.0,2,2,2,2.0,na,Under Construction,0,0,0,0,0,0,0,,,1050
3497,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.26,10761.0,2100.0,3,4,3,17.0,west,new property,93,174,0,1,0,0,0,2100,,
3498,3 BHK Flat in Sector 83 Gurgaon,emaar palm gardens,flats,1.48,7789.0,1900.0,3,3,3,7.0,east,relative new,0,66,0,1,0,0,0,1900,,1240
3499,3 Bedroom House for sale in Sector 104 Gurgaon,hero homes,houses,1.95,21195.0,920.0,3,5,3,2.0,Na,relative new,0,0,0,0,0,0,0,,,
3500,1 BHK Flat in Sohna,hcbs sports ville,flats,0.24,7407.0,324.0,1,1,2,1.0,north,new property,0,68,0,0,0,0,0,,,324
3501,3 Bedroom House for sale in Sector 48 Gurgaon,vipul tatvam villa,houses,8.2,25309.0,3240.0,3,3,2,2.0,North,relative new,121,160,1,1,0,1,0,,,
3502,3 BHK Flat in Sector 82 Gurgaon,vatika the seven lamps,flats,1.39,6412.0,2168.0,3,3,3,11.0,east,relative new,49,117,1,1,0,0,0,2160,,
3503,5 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 2,houses,8.75,24306.0,3600.0,5,5,3,3.0,North-East,new property,90,153,1,1,1,1,0,,,
3504,3 BHK Flat in Mehrauli Gurgaon Road,essel towers,flats,2.2,12500.0,1760.0,3,4,3,3.0,north-west,Undefined,4,0,0,0,0,0,0,,,1760
3505,3 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.3,7150.0,1818.0,3,3,3,7.0,south,relative new,0,141,0,0,0,0,0,1818,1700,1400
3506,3 BHK Flat in Sector 70 Gurgaon,shree vardhman victoria,flats,1.65,8461.0,1950.0,3,4,3,5.0,south-east,relative new,42,49,0,1,0,0,1,1950,,1161
3507,4 BHK Flat in Sector 92 Gurgaon,sare homes,flats,0.95,4871.0,1950.0,4,3,3,13.0,na,new property,0,0,0,0,0,0,0,1950,,
3508,4 BHK Flat in Sector 111 Gurgaon,puri diplomatic greens,flats,3.4,11525.0,2950.0,4,5,3,14.0,east,relative new,36,94,0,1,0,0,0,2950,,
