society,property_type,sector,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others
tata primanti,flats,sector 72,6.75,19285.0,3500.0,4.0,4.0,3.0,0.0,north-east,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
paras dews,flats,sector 106,2.1,8917.0,2355.0,4.0,6.0,3.0,6.0,south-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
supertech hues,flats,sector 68,0.82,6950.0,1180.0,2.0,2.0,3.0,21.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
ambience caitriona,flats,sector 24,14.0,200000.0,700.0,4.0,5.0,3.0,3.0,east,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
puri emerald bay,flats,sector 104,2.25,10465.0,2150.0,3.0,4.0,3.0,4.0,north,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
signature global park 4,flats,sector 36,1.0,9900.0,1010.0,3.0,2.0,3.0,2.0,na,new property,semifurnished,high,0.0,0.0,0.0,0.0,0.0
supertech araville,flats,sector 79,0.83,5424.0,1530.0,2.0,2.0,3.0,5.0,north-east,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
umang monsoon breeze,flats,sector 78,0.62,5004.0,1239.0,2.0,2.0,1.0,7.0,south,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
signature global solera,flats,sector 107,0.36,6569.0,548.0,2.0,2.0,1.0,9.0,south,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
the lions cghs,flats,sector 56,2.1,8750.0,2400.0,3.0,4.0,3.0,8.0,west,old property,semifurnished,high,0.0,0.0,0.0,0.0,1.0
parsvnath green ville,flats,sector 48,1.86,7654.0,2430.0,3.0,3.0,3.0,6.0,north,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ireo skyon,flats,sector 60,2.15,23344.0,921.0,2.0,3.0,2.0,5.0,east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ss residency,flats,sector 6,0.48,5333.0,900.0,3.0,2.0,2.0,2.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 2,1.0,8230.0,1215.0,9.0,7.0,3.0,3.0,North,relative new,semifurnished,low,0.0,0.0,0.0,1.0,0.0
m3m skywalk,flats,sector 74,1.5,10714.0,1400.0,2.0,2.0,1.0,8.0,na,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
signature global park,flats,sohna road,0.75,6938.0,1081.0,3.0,2.0,3.0,4.0,east,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf floors phase 3,houses,sector 24,3.51,12342.0,2844.0,4.0,4.0,3.0,4.0,East,under construction,semifurnished,high,1.0,1.0,1.0,1.0,0.0
ansal heights 86,flats,sector 86,1.3,4666.0,2786.0,4.0,6.0,2.0,11.0,east,new property,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
sare crescent parc royal greens phase 1,flats,sector 92,0.95,5007.0,1897.0,4.0,5.0,3.0,4.0,na,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
dlf new town heights,flats,sector 90,1.21,6243.0,1938.0,3.0,3.0,3.0,7.0,west,relative new,unfurnished,high,0.0,1.0,0.0,1.0,0.0
ats triumph,flats,sector 104,4.45,6846.0,6500.0,4.0,5.0,3.0,27.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m soulitude,flats,sector 89,1.25,8784.0,1423.0,3.0,3.0,0.0,4.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ss the leaf,flats,sector 85,1.17,7001.0,1671.0,2.0,2.0,3.0,11.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
vidya apartment,flats,sector 3 phase 3 extension,0.22,4210.0,523.0,2.0,2.0,1.0,1.0,north-west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
unitech palms south city 1,houses,sector 41,9.25,28549.0,3240.0,9.0,9.0,3.0,4.0,North,relative new,fullyfurnished,mid,1.0,1.0,1.0,1.0,0.0
tulip violet,flats,sector 69,1.4,8861.0,1580.0,3.0,3.0,2.0,2.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
ats triumph,flats,sector 104,1.8,7860.0,2290.0,3.0,4.0,3.0,14.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ireo victory valley,flats,sector 67,3.65,13528.0,2698.0,3.0,4.0,3.0,18.0,north,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
ss the leaf,flats,sector 85,1.07,6524.0,1640.0,2.0,2.0,3.0,21.0,south,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
vatika emilia floors,flats,sector 83,0.6,5714.0,1050.0,2.0,2.0,2.0,1.0,south,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
uppal southend,houses,sector 49,6.75,32328.0,2088.0,12.0,12.0,3.0,3.0,North,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,1.0
trisara our homes 3,flats,sohna road,0.4,4478.0,893.0,2.0,2.0,2.0,1.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.32,8411.0,1569.0,3.0,3.0,1.0,12.0,south-east,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
puri emerald bay,flats,sector 104,1.58,9117.0,1733.0,2.0,3.0,3.0,11.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
row house,houses,sector 105,0.43,9135.0,471.0,3.0,3.0,3.0,2.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ild greens,flats,sector 37c,0.95,9223.0,1030.0,2.0,2.0,3.0,11.0,south-west,relative new,semifurnished,high,0.0,0.0,1.0,1.0,0.0
hcbs sports ville,flats,sector 2,0.35,4375.0,800.0,2.0,2.0,2.0,8.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.1,8461.0,1300.0,2.0,2.0,2.0,0.0,west,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
unitech espace,houses,sector 50,7.35,41762.0,1760.0,4.0,4.0,3.0,3.0,South,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
ss the leaf,flats,sector 85,1.2,9677.0,1240.0,2.0,2.0,3.0,9.0,east,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 43,9.85,29638.0,3323.0,5.0,5.0,2.0,3.0,West,old property,unfurnished,low,1.0,1.0,0.0,1.0,0.0
bestech park view sanskruti,flats,sector 92,1.6,8020.0,1995.0,3.0,4.0,3.0,10.0,north-west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,1.0
godrej nature plus,flats,sector 33,1.4,15124.0,926.0,3.0,2.0,3.0,20.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
godrej nature plus,flats,sector 33,1.5,10200.0,1471.0,2.0,2.0,3.0,2.0,south-east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global synera,flats,sector 81,0.39,6500.0,600.0,2.0,2.0,2.0,6.0,south-west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
emaar mgf marbella,houses,sector 66,19.0,31666.0,6000.0,5.0,6.0,3.0,3.0,North-East,relative new,fullyfurnished,mid,0.0,1.0,1.0,1.0,0.0
raheja vedaanta,flats,sector 108,0.7,4666.0,1500.0,2.0,2.0,1.0,10.0,west,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,0.95,10383.0,915.0,2.0,2.0,2.0,14.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
the rama apartment cghs,flats,sector 43,2.5,10204.0,2450.0,4.0,4.0,3.0,4.0,east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
emaar gurgaon greens,flats,sector 102,1.3,7878.0,1650.0,3.0,3.0,3.0,7.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 39,1.7,17980.0,945.0,2.0,2.0,3.0,3.0,Na,relative new,semifurnished,mid,0.0,1.0,1.0,0.0,0.0
independent,houses,sector 14,5.0,22222.0,2250.0,3.0,3.0,3.0,1.0,South,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
raheja vedaanta,flats,sector 108,0.8,4080.0,1961.0,3.0,3.0,3.0,9.0,north-east,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.95,13928.0,1400.0,3.0,3.0,3.0,6.0,north-east,new property,semifurnished,high,0.0,0.0,0.0,1.0,0.0
smart world gems,flats,sector 89,1.13,8500.0,1329.0,3.0,3.0,2.0,4.0,na,under construction,unfurnished,high,1.0,0.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.25,9259.0,1350.0,2.0,2.0,3.0,3.0,east,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
ss,flats,sector 85,2.17,7716.0,2812.0,4.0,4.0,3.0,7.0,north,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
emaar mgf the palm drive,flats,sector 66,3.5,16470.0,2125.0,3.0,4.0,3.0,6.0,north,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
millenium bajrang society,flats,sector 43,2.5,9433.0,2650.0,4.0,4.0,3.0,2.0,south,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
bestech altura,flats,sector 79,2.69,12500.0,2152.0,3.0,4.0,3.0,3.0,na,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 26,16.0,35556.0,4500.0,5.0,6.0,3.0,2.0,North-East,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
assotech blith,flats,sector 99,0.82,6007.0,1365.0,2.0,2.0,3.0,0.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 49,4.45,15451.0,2880.0,6.0,6.0,3.0,3.0,North,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
vipul tatvam villa,houses,sector 48,8.25,38194.0,2160.0,4.0,4.0,3.0,3.0,North-East,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
mapsko mount ville,flats,sector 79,1.2,8053.0,1490.0,3.0,3.0,3.0,24.0,east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
prime habitat,flats,sector 99a,0.32,4657.0,687.0,2.0,2.0,1.0,7.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
godrej,flats,sector 79,2.03,9046.0,2244.0,3.0,4.0,3.0,7.0,south-east,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 17,3.0,11111.0,2700.0,4.0,4.0,0.0,1.0,Na,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
signature global orchard avenue,flats,sector 93,0.4,7359.0,544.0,2.0,2.0,2.0,11.0,na,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
godrej summit,flats,sector 104,1.2,8298.0,1446.0,3.0,2.0,3.0,16.0,na,relative new,semifurnished,high,1.0,0.0,0.0,1.0,0.0
pioneer urban presidia,flats,sector 62,6.5,14987.0,4337.0,4.0,4.0,3.0,3.0,west,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
independent,houses,sector 45,8.5,26235.0,3240.0,5.0,4.0,2.0,1.0,North-East,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
sare petioles,flats,sector 92,1.3,6373.0,2040.0,4.0,4.0,0.0,7.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
conscient elevate,flats,sector 59,4.25,18518.0,2295.0,3.0,4.0,3.0,3.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
suncity avenue,flats,sector 102,0.47,8928.0,526.0,2.0,2.0,1.0,5.0,south-east,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
rof ananda,flats,sector 95,0.32,5827.0,549.0,2.0,2.0,1.0,9.0,north,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
shree vardhman victoria,flats,sector 70,1.65,8461.0,1950.0,3.0,4.0,3.0,1.0,north,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
emaar gurgaon greens,flats,sector 102,1.4,8484.0,1650.0,3.0,3.0,3.0,3.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
smart world orchard,flats,sector 61,2.54,15500.0,1639.0,3.0,3.0,3.0,2.0,na,under construction,unfurnished,low,0.0,0.0,1.0,0.0,0.0
signature global city 63a,flats,sector 63a,1.65,15263.0,1081.0,2.0,2.0,2.0,1.0,na,under construction,semifurnished,low,0.0,0.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.9,9743.0,1950.0,3.0,3.0,3.0,10.0,north-east,new property,unfurnished,mid,0.0,1.0,1.0,1.0,1.0
emaar imperial gardens,flats,sector 102,1.85,9135.0,2025.0,3.0,3.0,3.0,0.0,south-west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
shri balaji apartment,flats,sector 12,0.35,4037.0,867.0,2.0,2.0,1.0,1.0,north,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 56,7.25,29336.0,2471.0,8.0,8.0,3.0,0.0,North-East,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 7,1.95,13542.0,1440.0,2.0,2.0,2.0,2.0,Na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
emaar mgf emerald floors premier,flats,sector 65,2.3,13939.0,1650.0,3.0,4.0,3.0,3.0,south-west,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
hcbs sports ville,flats,sohna road,0.32,4301.0,744.0,2.0,2.0,1.0,3.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf regal gardens,flats,sector 90,1.29,9020.0,1430.0,3.0,3.0,3.0,7.0,east,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
vatika india next,houses,sector 83,1.7,7870.0,2160.0,3.0,3.0,3.0,4.0,North-West,new property,semifurnished,low,0.0,1.0,0.0,1.0,0.0
vatika gurgaon,flats,sector 83,1.25,6313.0,1980.0,3.0,3.0,2.0,2.0,west,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
vatika city,flats,sector 49,1.98,9074.0,2182.0,3.0,4.0,3.0,9.0,south-east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
emaar mgf emerald floors premier,flats,sector 65,2.8,16969.0,1650.0,3.0,3.0,3.0,3.0,na,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
signature global park,flats,sohna road,0.56,6812.0,822.0,2.0,2.0,3.0,3.0,south,new property,unfurnished,high,0.0,0.0,0.0,0.0,0.0
central park flower valley aqua front towers,flats,sector 33,2.0,11179.0,1789.0,3.0,3.0,3.0,8.0,north-east,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
aindependentt raj estates,houses,sector 63a,8.5,27139.0,3132.0,6.0,6.0,3.0,3.0,East,under construction,unfurnished,mid,0.0,0.0,1.0,1.0,0.0
huda sector-56 gurgaon,houses,sector 56,3.6,24845.0,1449.0,5.0,5.0,3.0,3.0,North-East,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
godrej habitat,flats,sector 3,1.25,8656.0,1444.0,2.0,2.0,3.0,14.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ats tourmaline,flats,sector 109,2.95,9365.0,3150.0,4.0,5.0,3.0,10.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
lavanya apartments,flats,sector 81,0.9,5056.0,1780.0,3.0,3.0,0.0,7.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,2.0,17729.0,1128.0,3.0,3.0,3.0,1.0,south,relative new,unfurnished,high,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 28,8.4,34568.0,2430.0,4.0,4.0,3.0,2.0,North-East,relative new,semifurnished,high,0.0,1.0,1.0,1.0,0.0
shree vardhman victoria,flats,sector 70,1.63,8358.0,1950.0,3.0,5.0,3.0,12.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
shri ram apartments,flats,sector 4,0.36,3789.0,950.0,2.0,2.0,1.0,4.0,na,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
eros rosewood villas,houses,sector 49,2.75,178571.0,154.0,3.0,3.0,1.0,2.0,North-West,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
rof ananda,flats,sector 95,0.37,5744.0,644.0,3.0,2.0,1.0,6.0,south-east,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
ats triumph,flats,sector 104,2.55,13076.0,1950.0,4.0,4.0,3.0,21.0,east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
imperia the esfera,flats,sector 37c,1.1,5405.0,2035.0,3.0,4.0,3.0,9.0,west,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
sare homes,flats,sector 92,0.8,5252.0,1523.0,3.0,3.0,3.0,7.0,north-west,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
independent,houses,sector 45,17.0,37777.0,4500.0,5.0,8.0,3.0,3.0,North-East,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
afnhb jalvayu vihar,flats,sector 30,1.3,10000.0,1300.0,3.0,3.0,2.0,2.0,north-east,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
supertech araville,flats,sector 79,0.9,6950.0,1295.0,2.0,2.0,0.0,12.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
rof ananda,flats,sector 95,0.25,6578.0,380.0,1.0,1.0,1.0,4.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf alameda,houses,sector 73,17.0,35109.0,4842.0,5.0,8.0,3.0,3.0,North-West,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
puri diplomatic greens,houses,sector 111,9.0,11250.0,8000.0,5.0,5.0,3.0,3.0,North-East,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 7,2.25,15625.0,1440.0,3.0,3.0,2.0,2.0,North-West,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
sobha city,flats,sector 108,3.95,16858.0,2343.0,3.0,4.0,2.0,15.0,west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
uphaar residency 2,flats,sector 105,0.42,5600.0,750.0,3.0,2.0,1.0,0.0,east,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
tulip violet,flats,sector 69,1.28,8111.0,1578.0,3.0,3.0,2.0,12.0,south-west,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
tulip petals,flats,sector 89,1.55,10000.0,1550.0,3.0,2.0,3.0,6.0,east,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
mvn athens,flats,sohna road,0.24,7056.0,340.0,1.0,1.0,1.0,12.0,west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 12,0.7,6034.0,1160.0,3.0,3.0,0.0,1.0,North-East,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
central park flower valley cerise floors,flats,sector 33,1.3,10743.0,1210.0,2.0,2.0,2.0,3.0,north,new property,unfurnished,low,1.0,0.0,0.0,0.0,0.0
ashiana anmol,flats,sector 33,1.1,8627.0,1275.0,2.0,2.0,2.0,4.0,north-east,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ansal heights 86,flats,sector 86,0.87,5367.0,1621.0,2.0,2.0,1.0,12.0,north-east,new property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
emaar palm gardens,flats,sector 83,1.8,12000.0,1500.0,3.0,4.0,3.0,6.0,south-west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
m3m golfestate,flats,sector 65,5.0,16666.0,3000.0,3.0,3.0,3.0,2.0,east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
sanskriti apartments,flats,sector 43,2.5,13513.0,1850.0,3.0,2.0,3.0,5.0,east,old property,unfurnished,low,1.0,0.0,0.0,0.0,0.0
mvn athens,flats,sohna road,0.26,5397.0,482.0,2.0,2.0,1.0,2.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
ramshanti cooperative society,flats,sector 52,1.76,7242.0,2430.0,4.0,4.0,3.0,12.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sare homes,flats,sector 92,0.95,4250.0,2235.0,4.0,3.0,2.0,16.0,east,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
ats triumph,flats,sector 104,2.0,8733.0,2290.0,3.0,4.0,3.0,4.0,na,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
indiabulls centrum park,flats,sector 103,1.34,7486.0,1790.0,3.0,3.0,3.0,13.0,south-east,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
mapsko royale ville,flats,sector 82,1.22,7176.0,1700.0,3.0,5.0,3.0,10.0,south-west,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
godrej air,flats,sector 85,1.05,10603.0,990.0,2.0,2.0,1.0,15.0,east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
bptp visionnaire,houses,sector 70a,4.02,7309.0,5500.0,4.0,4.0,3.0,3.0,North-East,relative new,unfurnished,high,1.0,1.0,1.0,1.0,0.0
experion the heartsong,flats,sector 108,0.9,7014.0,1283.0,2.0,3.0,3.0,2.0,south,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.95,9701.0,2010.0,4.0,4.0,2.0,0.0,west,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 26,4.45,35185.0,1265.0,4.0,4.0,3.0,3.0,West,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
dlf the skycourt,flats,sector 86,1.59,8242.0,1929.0,3.0,3.0,3.0,17.0,east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
independent,houses,sector 10a,1.7,18888.0,900.0,2.0,1.0,2.0,2.0,East,old property,unfurnished,low,0.0,0.0,0.0,0.0,1.0
independent,houses,sector 105,0.74,7400.0,1000.0,3.0,3.0,0.0,2.0,Na,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
bajrang apartments,flats,sector 6,0.38,4470.0,850.0,2.0,2.0,2.0,1.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
emaar digihomes,flats,sector 62,3.95,15262.0,2588.0,3.0,3.0,3.0,33.0,east,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
bptp terra,flats,sector 37d,2.08,10000.0,2080.0,4.0,4.0,3.0,0.0,north-east,new property,semifurnished,high,1.0,1.0,0.0,1.0,0.0
signature the roselia,flats,sector 95,0.45,7908.0,569.0,2.0,2.0,2.0,2.0,east,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
tarc maceo,flats,sector 91,1.8,7758.0,2320.0,3.0,3.0,3.0,0.0,north,relative new,fullyfurnished,mid,0.0,0.0,0.0,1.0,0.0
vatika gurgaon,flats,sector 83,0.85,8947.0,950.0,2.0,2.0,2.0,18.0,west,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
independent,houses,sector 40,12.0,38986.0,3078.0,16.0,16.0,3.0,4.0,Na,new property,fullyfurnished,low,1.0,1.0,1.0,1.0,0.0
bestech park view grand spa,flats,sector 81,2.35,8834.0,2660.0,3.0,4.0,3.0,6.0,north-east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
dlf city plots phase 2,houses,sector 25,10.55,39074.0,2700.0,5.0,6.0,3.0,3.0,East,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
godrej nature plus,flats,sector 33,1.07,7725.0,1385.0,2.0,2.0,2.0,14.0,north-east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m skywalk,flats,sector 74,1.54,10814.0,1424.0,2.0,2.0,3.0,15.0,south-east,relative new,unfurnished,high,0.0,0.0,0.0,0.0,1.0
hcbs sports ville,flats,sohna road,0.28,3768.0,743.0,2.0,2.0,1.0,11.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 14,6.46,18889.0,3420.0,5.0,5.0,2.0,3.0,East,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
independent,houses,sector 45,4.49,24455.0,1836.0,9.0,9.0,3.0,3.0,North-West,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
tarc maceo,flats,sector 91,0.96,5413.0,1774.0,2.0,2.0,3.0,8.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
smart world gems,flats,sector 89,0.97,8794.0,1103.0,2.0,2.0,3.0,2.0,east,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
emaar mgf the enclave,flats,sector 66,2.1,12352.0,1700.0,3.0,4.0,2.0,12.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
m3m soulitude,flats,sector 89,1.32,16923.0,780.0,3.0,3.0,3.0,1.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
chd avenue,flats,sector 71,1.0,6734.0,1485.0,3.0,3.0,3.0,3.0,north,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
supertech araville,flats,sector 79,0.95,6209.0,1530.0,2.0,2.0,3.0,7.0,north-east,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
vatika gurgaon,flats,sector 83,0.87,6987.0,1245.0,2.0,2.0,2.0,3.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 56,12.39,45889.0,2700.0,16.0,18.0,3.0,4.0,North-East,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
dlf the skycourt,flats,sector 86,2.2,11500.0,1913.0,3.0,3.0,1.0,7.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
dlf the primus,flats,sector 82a,2.85,10936.0,2606.0,4.0,4.0,3.0,2.0,north-east,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 108,1.7,5666.0,3000.0,4.0,4.0,3.0,1.0,North-East,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
huda housing board colony,houses,sector 31,4.6,31506.0,1460.0,6.0,4.0,3.0,3.0,East,old property,unfurnished,low,0.0,0.0,0.0,0.0,1.0
bptp terra,flats,sector 37d,1.78,8124.0,2191.0,4.0,3.0,3.0,10.0,east,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
godrej oasis,flats,sector 88a,1.0,6896.0,1450.0,2.0,2.0,3.0,7.0,na,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
paras dews,flats,sector 106,1.35,8940.0,1510.0,4.0,3.0,3.0,19.0,na,old property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
godrej aria,flats,sector 79,1.95,8519.0,2289.0,3.0,4.0,3.0,10.0,na,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
aipl the peaceful homes,flats,sector 70a,2.5,10638.0,2350.0,3.0,4.0,3.0,8.0,south,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
dlf new town heights,flats,sector 90,1.9,6967.0,2727.0,4.0,4.0,3.0,19.0,north-east,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
