property_type,sector,price,area,bedRoom,bathroom,balcony,floor,agePossession,furnish,features,study room,servant room,store room,pooja room,others
flats,sector 82a,0.62,650.0,1.0,1.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.96,1548.0,3.0,3.0,3.0,Mid Floor,new property,unfurnished,low,0.0,0.0,1.0,1.0,0.0
flats,sector 65,3.5,2054.0,3.0,3.0,3.0,High Floor,new property,semifurnished,high,1.0,1.0,0.0,1.0,0.0
flats,sector 37c,0.87,1578.0,2.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 54,1.69,2125.0,3.0,3.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 37d,1.0,1770.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 66,4.85,3731.0,4.0,4.0,3.0,High Floor,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sohna road,0.83,1120.0,3.0,2.0,2.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 104,2.49,2450.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 54,5.0,1161.0,21.0,21.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 69,2.06,1809.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 106,0.39,700.0,1.0,1.0,1.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 49,2.09,1805.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 12,2.9,2700.0,7.0,7.0,3.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 4,0.5,477.0,5.0,3.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 54,10.0,4072.0,4.0,5.0,3.0,High Floor,relative new,fullyfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 102,2.0,2149.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
houses,sector 9,0.5,822.0,3.0,2.0,1.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 43,6.0,2300.0,4.0,4.0,3.0,High Floor,old property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 33,2.5,1884.0,3.0,3.0,2.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 69,0.6,526.0,2.0,1.0,1.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,1.8,1692.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.2,1270.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 61,2.04,1395.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 48,2.65,2567.0,4.0,4.0,3.0,High Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
houses,sector 25,6.6,1800.0,6.0,7.0,3.0,Low Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 113,2.35,2217.0,3.0,3.0,3.0,High Floor,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 7,1.75,1575.0,4.0,2.0,2.0,Low Floor,old property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 108,0.7,1505.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 109,1.45,2150.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 83,0.75,1245.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 41,7.0,2475.0,7.0,7.0,3.0,Mid Floor,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
houses,sector 50,10.56,3240.0,5.0,5.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 82,1.12,1400.0,3.0,4.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 111,3.65,2950.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 67,3.0,2520.0,4.0,4.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 70a,1.04,1450.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
flats,sohna road,0.24,570.0,2.0,2.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,2.0,2010.0,4.0,4.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 7,1.3,963.0,5.0,3.0,2.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 43,7.85,2700.0,9.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,1.0
flats,sector 65,6.15,3844.0,3.0,5.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 66,1.5,1337.0,2.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 73,1.0,1300.0,2.0,2.0,2.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 92,1.25,2016.0,4.0,3.0,0.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 25,13.0,2700.0,12.0,16.0,3.0,Mid Floor,new property,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 113,1.38,1150.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,high,1.0,0.0,0.0,0.0,0.0
houses,sector 76,0.75,745.0,2.0,2.0,2.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.9,2104.0,4.0,5.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
houses,sector 70a,5.4,2610.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 82a,2.25,2100.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 23,5.5,4200.0,9.0,9.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,1.0
flats,sector 79,1.85,1919.0,3.0,4.0,3.0,High Floor,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 84,0.69,1350.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 113,1.75,1676.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
houses,sector 103,2.25,3534.0,3.0,5.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.22,340.0,1.0,1.0,1.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 81,4.4,3500.0,4.0,4.0,3.0,Mid Floor,new property,fullyfurnished,mid,1.0,1.0,0.0,1.0,1.0
flats,sector 95,0.57,1364.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 4,5.0,4950.0,3.0,3.0,2.0,Low Floor,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 72,1.9,1975.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 70,0.53,1104.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 48,3.45,1869.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 41,4.25,1620.0,10.0,9.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 61,1.6,1380.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 2,5.2,5200.0,4.0,5.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 8,0.45,500.0,1.0,1.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.51,1578.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 90,1.75,2215.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
houses,sector 26,14.75,2844.0,16.0,20.0,3.0,Mid Floor,new property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,manesar,0.91,2588.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 56,0.58,605.0,1.0,1.0,1.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 6,0.75,713.0,6.0,4.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 48,15.0,6700.0,5.0,6.0,3.0,High Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 33,2.96,2134.0,4.0,4.0,3.0,Low Floor,new property,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 65,2.78,1829.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 81,2.2,2660.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 15,0.43,770.0,2.0,2.0,1.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.27,458.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 70a,1.1,1450.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 65,2.5,1650.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,1.0,1.0,0.0,0.0,0.0
flats,sector 107,1.45,2361.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 88a,1.15,1167.0,2.0,2.0,1.0,High Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 113,1.45,1276.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 56,1.37,1500.0,3.0,3.0,3.0,Low Floor,old property,unfurnished,high,0.0,0.0,0.0,0.0,1.0
flats,sector 61,2.3,1630.0,3.0,3.0,2.0,Low Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 86,0.9,1690.0,3.0,3.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 105,0.7,1200.0,3.0,2.0,2.0,Low Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 31,3.5,1449.0,4.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
houses,sector 26,7.0,1783.0,5.0,5.0,2.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 37c,1.4,2600.0,4.0,5.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,0.0,1.0,1.0
houses,sector 25,7.6,1961.0,9.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,mid,1.0,0.0,1.0,1.0,0.0
houses,sector 109,6.75,6228.0,4.0,4.0,3.0,Low Floor,new property,unfurnished,high,0.0,1.0,0.0,1.0,0.0
houses,sector 57,4.75,1650.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 106,1.15,1900.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sohna road,2.6,554.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 110,0.25,681.0,2.0,2.0,1.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 3 phase 3 extension,0.5,450.0,5.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 43,6.2,2997.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 37c,0.7,1435.0,2.0,3.0,3.0,High Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
flats,sector 49,2.38,2070.0,3.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 104,1.25,1844.0,3.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 90,1.76,2215.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 84,0.35,481.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 106,1.34,1403.0,4.0,5.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 83,1.15,1755.0,3.0,2.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 70a,1.66,1976.0,3.0,3.0,3.0,Mid Floor,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 51,0.3,72.0,1.0,1.0,0.0,Low Floor,relative new,unfurnished,low,1.0,0.0,0.0,0.0,0.0
flats,manesar,1.6,2350.0,4.0,6.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 99,0.92,1365.0,2.0,2.0,3.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 86,1.23,1480.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,low,1.0,0.0,0.0,0.0,0.0
flats,sector 102,0.97,590.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 38,4.3,1494.0,9.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,1.0,1.0
flats,sector 90,1.19,2162.0,3.0,3.0,2.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 90,1.42,2919.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,1.0,0.0,0.0
houses,sector 3,0.9,900.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 67,2.35,1935.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 84,1.24,1918.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 21,0.8,1130.0,2.0,2.0,2.0,Mid Floor,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 33,2.1,1789.0,3.0,3.0,2.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 70a,1.27,1299.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
houses,sector 4,0.55,1350.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 65,1.95,1219.0,2.0,2.0,3.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37c,0.33,925.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.25,1922.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,1.0,0.0
houses,sector 66,12.0,3150.0,5.0,6.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
houses,sector 12,1.5,1350.0,5.0,5.0,2.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.3,950.0,2.0,2.0,1.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 72,3.21,2000.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 3,0.58,950.0,2.0,2.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 12,0.38,900.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 107,1.65,2768.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 65,5.5,3243.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 12,0.6,50.0,5.0,3.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sohna road,0.4,505.0,2.0,2.0,3.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 111,2.58,2200.0,3.0,4.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 102,1.49,1650.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 57,3.3,1728.0,4.0,4.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
houses,sector 9a,4.5,3150.0,9.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,mid,1.0,0.0,0.0,1.0,1.0
flats,sector 54,1.75,2300.0,4.0,3.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 106,1.2,1034.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
houses,sector 24,5.25,1350.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 102,1.24,1215.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 28,1.6,1100.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 89,1.25,1423.0,3.0,3.0,3.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,1.0,0.0
flats,sohna road,1.1,1457.0,3.0,2.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.49,998.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 26,18.9,4518.0,6.0,8.0,2.0,Mid Floor,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 104,2.0,2290.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 81,1.0,1250.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 56,2.99,1449.0,4.0,4.0,2.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 69,1.42,1578.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 61,2.45,1551.0,3.0,3.0,3.0,Mid Floor,new property,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 92,1.1,2350.0,3.0,2.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 43,2.1,549.0,10.0,10.0,3.0,Mid Floor,new property,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 68,0.9,1180.0,2.0,2.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 50,11.58,3240.0,5.0,5.0,3.0,Low Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
houses,sector 6,0.85,1100.0,2.0,2.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 108,1.0,2060.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 103,1.9,3344.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
flats,sector 63,4.49,3150.0,4.0,4.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 24,6.5,2844.0,4.0,4.0,2.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sohna road,1.3,1751.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.58,2048.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 86,1.55,1929.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
houses,sector 4,0.4,432.0,1.0,1.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.25,1741.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,manesar,0.86,2588.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 85,1.2,1148.0,2.0,2.0,3.0,Low Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 85,0.72,1475.0,3.0,3.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 104,1.05,1800.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 25,6.25,1800.0,5.0,5.0,3.0,Low Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 81,0.96,983.0,2.0,2.0,2.0,Low Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,1.0,1950.0,4.0,3.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,gwal pahari,1.5,1812.0,4.0,4.0,3.0,Mid Floor,old property,semifurnished,high,1.0,1.0,0.0,0.0,1.0
flats,sector 107,0.98,1526.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 103,1.15,1481.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 25,3.4,2470.0,4.0,4.0,3.0,Low Floor,old property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 109,1.5,1750.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 36a,2.2,1479.0,2.0,2.0,2.0,High Floor,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 104,0.9,1259.0,2.0,2.0,0.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.45,695.0,2.0,2.0,2.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 99,1.9,2835.0,4.0,4.0,3.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.27,489.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.8,1950.0,3.0,4.0,3.0,Low Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 53,5.0,2895.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,1.0
flats,sector 65,1.95,1400.0,3.0,3.0,3.0,Low Floor,new property,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 81,0.49,735.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 48,4.75,2340.0,7.0,7.0,3.0,Low Floor,relative new,fullyfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.3,567.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 103,0.8,1450.0,2.0,2.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 43,2.75,1080.0,3.0,3.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,1.0,0.0
flats,manesar,0.9,2588.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 70a,1.25,1425.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 57,3.49,1728.0,4.0,4.0,2.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 89,0.9,1103.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
houses,sector 50,12.25,5850.0,5.0,7.0,3.0,Low Floor,relative new,semifurnished,high,1.0,1.0,0.0,1.0,1.0
flats,sector 103,2.45,2875.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
flats,sohna road,0.25,482.0,2.0,2.0,1.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 81,2.35,2660.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 92,0.78,700.0,2.0,2.0,3.0,Low Floor,under construction,semifurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 28,1.35,1150.0,2.0,2.0,2.0,High Floor,old property,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 83,0.84,1245.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.55,1578.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 82a,1.87,1799.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 90,1.51,2364.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
